City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
238,vila velha,-20.3297,-40.2925,32.97,49,0,6.69,BR,1697212563
239,chongoyape,-6.6406,-79.3892,28.81,52,62,3.63,PE,1697212721
240,colonia,50.9333,6.95,23.87,56,0,4.63,DE,1697212575
241,shippensburg,40.0507,-77.5203,17.88,47,2,1.34,US,1697212721
242,talnakh,69.4865,88.3972,-0.44,97,97,2.38,RU,1697212626
243,semirom,31.4167,51.5667,15.55,26,30,3.45,IR,1697212721
244,high river,50.5834,-113.8687,6.0,96,95,5.49,CA,1697212721
245,kamina,-8.7386,24.9906,20.4,92,42,2.41,CD,1697212722
246,aioun,16.6614,-9.6149,39.22,14,64,4.28,MR,1697212722
247,waingapu,-9.6567,120.2641,25.76,82,31,3.41,ID,1697212722
248,saipan,15.1355,145.701,27.39,94,40,2.57,MP,1697212722
249,sabang,5.8933,95.3214,27.81,76,84,2.67,ID,1697212722
250,marksville,31.128,-92.0662,22.7,62,21,2.21,US,1697212722
251,fort st. john,56.2499,-120.8529,1.94,100,20,1.54,CA,1697212722
252,ariquemes,-9.9133,-63.0408,40.78,25,11,1.4,BR,1697212652
253,glace bay,46.1969,-59.957,16.82,84,75,2.24,CA,1697212723
254,qamdo,31.1667,97.2333,-2.09,27,1,0.65,CN,1697212723
255,buala,-8.145,159.5921,25.56,88,69,2.19,SB,1697212723
256,floro,61.5996,5.0328,9.04,87,75,7.72,NO,1697212723
257,coquimbo,-29.9533,-71.3436,15.85,77,40,7.2,CL,1697212724
258,namibe,-15.1961,12.1522,20.49,72,21,4.06,AO,1697212583
259,hadibu,12.65,54.0333,27.77,74,60,2.84,YE,1697212724
260,olinda,-8.0089,-34.8553,29.85,66,40,5.66,BR,1697212479
261,humaita,-7.5061,-63.0208,42.01,23,15,1.28,BR,1697212724
262,rice lake,45.5061,-91.7382,8.82,93,100,7.72,US,1697212724
263,praia da vitoria,38.7333,-27.0667,21.53,83,40,3.38,PT,1697212724
264,san antonio,29.4241,-98.4936,27.06,81,100,2.06,US,1697212435
265,byron bay,-28.65,153.6167,16.51,70,91,2.21,AU,1697212667
266,mo i rana,66.3128,14.1428,6.26,61,75,6.71,NO,1697212725
267,dakhla,23.6848,-15.958,30.01,39,3,6.69,EH,1697212725
268,salym,60.0625,71.4789,4.68,89,100,4.99,RU,1697212502
269,lihue,21.9789,-159.3672,22.58,94,0,3.09,US,1697212669
270,falkenberg,56.9055,12.4912,15.14,100,100,13.77,SE,1697212725
271,chimore,-16.9833,-65.1333,22.42,53,99,1.21,BO,1697212725
272,mata-utu,-13.2816,-176.1745,27.37,81,9,8.58,WF,1697212725
273,boa vista,2.8197,-60.6733,34.99,41,20,3.09,BR,1697212520
274,petauke,-14.2426,31.3253,32.25,18,7,0.75,ZM,1697212726
275,dali,25.7,100.1833,13.04,92,29,1.13,CN,1697212726
276,isiro,2.7739,27.616,24.39,78,51,1.86,CD,1697212726
277,lospalos,-8.5186,127.0025,22.18,88,49,1.8,TL,1697212726
278,khanpur,28.6453,70.6567,30.84,24,0,5.0,PK,1697212726
279,quixada,-4.9714,-39.0153,36.87,25,3,3.42,BR,1697212726
280,keflavik,64.0049,-22.5624,2.24,60,75,9.77,IS,1697212726
281,weno,7.4515,151.8468,27.83,78,100,3.88,FM,1697212726
282,nizhneudinsk,54.9076,99.0276,5.01,78,99,9.39,RU,1697212727
283,mansoa,12.0733,-15.3189,30.11,89,100,2.04,GW,1697212727
284,neiafu,-18.65,-173.9833,24.38,78,40,2.57,TO,1697212727
285,pisco,-13.7,-76.2167,21.03,73,0,3.6,PE,1697212485
286,svatove,49.4103,38.1503,10.8,93,87,2.37,UA,1697212727
287,astaneh-ye ashrafiyeh,37.2596,49.9444,16.96,85,22,1.27,IR,1697212504
288,rohtak,28.9,76.5667,28.25,24,0,1.49,IN,1697212727
289,lanja,16.85,73.55,24.64,85,97,1.11,IN,1697212728
290,east london,-33.0153,27.9116,18.52,77,75,11.83,ZA,1697212728
291,vanino,49.0869,140.2543,13.85,63,81,3.54,RU,1697212728
292,berberati,4.2612,15.7922,27.21,72,68,0.86,CF,1697212728
293,lenino,45.2986,35.7771,15.77,57,98,2.4,UA,1697212728
294,ponot,8.452,123.0222,26.32,86,100,1.76,PH,1697212728
295,severobaykal'sk,55.65,109.3167,6.95,78,100,7.37,RU,1697212728
296,gobabis,-22.45,18.9667,31.85,7,0,8.41,NA,1697212728
297,luderitz,-26.6481,15.1594,18.93,61,0,11.58,NA,1697212729
298,sumbawa besar,-8.5,117.4333,23.33,83,47,2.19,ID,1697212729
299,murphysboro,37.7645,-89.3351,21.97,71,91,5.94,US,1697212729
300,ponta delgada,37.7333,-25.6667,22.88,88,75,6.17,PT,1697212729
301,loukhi,66.0764,33.0381,2.55,76,38,3.85,RU,1697212729
302,tlahualilo de zaragoza,26.1167,-103.45,26.42,40,33,3.54,MX,1697212729
303,saldanha,-33.0117,17.9442,19.03,76,18,5.53,ZA,1697212729
304,saint-francois,46.4154,3.9054,28.69,36,0,3.6,FR,1697212494
305,pusztaszabolcs,47.1372,18.767,25.21,43,72,2.65,HU,1697212730
306,mili,6.0815,171.735,28.34,72,52,1.89,MH,1697212730
307,gurupi,-11.7292,-49.0686,40.73,14,15,3.71,BR,1697212730
308,zayed city,24.3768,54.589,33.89,60,0,4.12,AE,1697212730
309,sandnessjoen,66.0217,12.6316,8.06,57,40,5.66,NO,1697212730
310,nova vicosa,-17.8919,-39.3719,29.68,59,45,7.87,BR,1697212729
311,cidreira,-30.1811,-50.2056,16.45,62,43,4.47,BR,1697212730
312,sao joao da barra,-21.6403,-41.0511,28.05,77,96,6.29,BR,1697212731
313,cacheu,12.2706,-16.1658,32.05,69,100,2.7,GW,1697212533
314,la ronge,55.1001,-105.2842,8.14,87,75,1.54,CA,1697212731
315,chinoz,40.9364,68.7697,9.27,65,79,2.0,UZ,1697212731
316,laminusa,5.5549,120.9136,28.39,73,26,2.9,PH,1697212731
317,ujae,8.9322,165.7642,28.32,75,100,3.63,MH,1697212731
318,ludington,43.9553,-86.4526,9.89,95,100,3.6,US,1697212648
319,vorkuta,67.5,64.0,-0.7,76,100,2.87,RU,1697212731
320,broken hill,-31.95,141.4333,14.72,61,0,3.85,AU,1697212680
321,puerto baquerizo moreno,-0.9,-89.6,25.55,83,75,4.63,EC,1697212732
322,horta,38.5333,-28.6333,18.8,92,75,5.14,PT,1697212732
323,buulobarde,3.8538,45.5674,30.59,55,100,6.04,SO,1697212732
324,kerikeri,-35.2268,173.9474,9.39,91,11,1.92,NZ,1697212732
325,kalymnos,36.95,26.9833,22.74,64,0,4.63,GR,1697212637
326,baki,-7.6128,110.7839,26.11,73,99,2.14,ID,1697212732
327,trincomalee,8.5711,81.2335,26.45,82,42,2.6,LK,1697212732
328,suva,-18.1416,178.4415,23.71,88,75,0.0,FJ,1697212732
329,sabaneta,6.15,-75.6,26.14,66,40,3.6,CO,1697212733
330,alappuzha,9.49,76.3264,26.0,88,98,1.55,IN,1697212733
331,emerald,-23.5333,148.1667,21.86,19,11,7.55,AU,1697212733
332,margate,51.3813,1.3862,19.94,73,100,3.58,GB,1697212549
333,zhangjiakou shi xuanhua qu,40.6103,115.0447,10.96,48,0,2.22,CN,1697212733
334,gogrial,8.5332,28.1004,26.44,71,64,2.53,SS,1697212733
335,anloga,5.7947,0.8973,27.66,79,100,4.54,GH,1697212733
336,letterkenny,54.95,-7.7333,11.96,70,73,6.49,IE,1697212733
337,tadmur,34.5608,38.2805,25.89,30,0,1.16,SY,1697212734
338,afaahiti,-17.75,-149.2833,21.93,77,43,7.17,PF,1697212734
339,buka,40.8108,69.1986,8.05,70,60,2.66,UZ,1697212734
340,kulhudhuffushi,6.6221,73.07,27.33,80,100,5.21,MV,1697212734
341,lagunillas,10.1301,-71.2595,32.25,62,98,3.66,VE,1697212734
342,kruisfontein,-34.0033,24.7314,14.66,83,80,4.23,ZA,1697212734
343,laojunmiao,39.8333,97.7333,8.48,29,0,1.65,CN,1697212734
344,polyarnyy,69.1989,33.4478,2.09,79,87,3.05,RU,1697212527
345,vernon,50.2581,-119.2691,9.61,93,9,0.51,CA,1697212588
346,dudinka,69.4058,86.1778,1.49,93,100,6.71,RU,1697212735
347,san andres,12.5847,-81.7006,33.01,66,20,2.06,CO,1697212735
348,touros,-5.1989,-35.4608,29.97,62,1,7.19,BR,1697212735
349,nefteyugansk,61.0998,72.6035,2.2,89,100,4.47,RU,1697212735
350,carnarvon,-24.8667,113.6333,25.0,53,49,6.21,AU,1697212735
351,coahuayana de hidalgo,18.7,-103.6583,28.55,73,1,1.01,MX,1697212736
352,san rafael del yuma,18.4299,-68.6739,31.76,60,98,2.32,DO,1697212736
353,puerto santa,-8.9906,-78.6456,20.58,79,23,3.74,PE,1697212736
354,chonchi,-42.6128,-73.8092,13.4,65,94,1.85,CL,1697212736
355,grand-lahou,5.1367,-5.0242,27.16,78,95,3.51,CI,1697212736
356,vilyuysk,63.7553,121.6247,-2.68,82,87,4.92,RU,1697212475
357,crane,31.3974,-102.3501,22.24,11,0,7.03,US,1697212736
358,san jose,37.3394,-121.895,20.28,52,40,0.89,US,1697212467
359,boca do acre,-8.7522,-67.3978,37.77,33,100,1.14,BR,1697212737
360,batie,9.8833,-2.9167,31.79,58,86,2.63,BF,1697212737
361,oranjemund,-28.55,16.4333,16.42,69,5,10.79,NA,1697212737
